id,created_at,text
673434236267970560,2015-12-06 09:30:08,"Sechs Monate alte Babys können die Gesichter von #Affen so gut auseinander halten wie die von #Menschen, Kinder ab neun Monaten nicht mehr."
673071862373552128,2015-12-05 09:30:11,Meerwasser enthält nur etwa drei Prozent #Salz.
672709456019476480,2015-12-04 09:30:07,Bei #Burger King in Shanghai gibt es eine VIP-Kasse.
672347107563593729,2015-12-03 09:30:16,Männer fallen häufiger aus dem #Bett als Frauen.
671984697438773248,2015-12-02 09:30:11,Laurel und Hardy drehten viele ihrer #Filme in fünf Sprachen. Die #Fremdsprachen lasen sie von Tafeln ab.
671622351344267264,2015-12-01 09:30:21,"""Noch ist Polen nicht verloren"" ist der erste Satz der polnischen #Nationalhymne."
671260021045534720,2015-11-30 09:30:35,Im #Kühlschrank leben deutlich mehr Keime als auf der Toilette.
670897521238102016,2015-11-29 09:30:08,"Im brasilianischen #Amazonasgebiet, gibt es eine Bar, die Oliver-Kahn-Burger, Steffi-Graf-Burger und Franz-Beckenbauer-Burger serviert."
670535179782463488,2015-11-28 09:30:19,Den Hot Dog nannte man früher auch #Dackelwurst.
670172802159386624,2015-11-27 09:30:21,Der passive #Wortschatz eines Deutschen umfasst im Schnitt 94.000 Wörter.
669810447512637441,2015-11-26 09:30:29,Mexikaner tragen nur im Ausland #Sombreros.
669448042467192832,2015-11-25 09:30:25,Das #Bundesverdienstkreuz wurde bisher rund 210.000 Mal verliehen.
669085578101702657,2015-11-24 09:30:07,Die #Comicfigur Isnogud hat einen wenig bekannten Sohn namens Isverybad.
668737131599282177,2015-11-23 10:25:31,Heute starten die #AmazonCyberMonday - Wir haben uns schon den Xbox One Deal gesichert ;-) &gt; https://t.co/0KZFeMJgjG https://t.co/UlDiZTvjRQ
668723233873612800,2015-11-23 09:30:17,"Eristik ist die Kunst des #Streitens und Debattierens mit dem Ziel, Recht zu behalten, selbst wenn man im #Unrecht ist."
668360800759848960,2015-11-22 09:30:07,Etwa 100 Millionen Menschen leben außerhalb ihres #Geburtslandes.
667998419923943424,2015-11-21 09:30:08,#Elefanten meiden Hügel. Sie verbrauchen beim Bergauf-gehen zu viel Energie.
667636172856958976,2015-11-20 09:30:42,"Die Eltern von #Simpsons-Erfinder Matt Groening heißen Homer und Margaret, seine jüngeren Schwestern Lisa und Maggie, sein Großvater Abraham"
667273655794196480,2015-11-19 09:30:11,#Idefix heißt in England #Dogmatix.
666911320252502016,2015-11-18 09:30:24,Pro Tag werden in Deutschland 130 Hektar Fläche #zubetoniert.
666548967409360896,2015-11-17 09:30:32,"Wenn man im iranischen #Google das Wort ""Frauen"" eingibt, dann erscheint »access denied«."
666186525344968705,2015-11-16 09:30:19,Die schnellste Bewegung im Tierreich ist der Flügelschlag der #Mücke: neunhundertfünfzig mal pro Sekunde.
662200203156525056,2015-11-05 09:30:06,#Radio Finnland sendet jeden Freitag und Samstag Nachrichten auf #Latein.
659648449126748160,2015-10-29 08:30:20,Das Pendant zu Otto #Normalverbraucher heißt in Italien Mario Rossi.
659301170305998848,2015-10-28 09:30:22,"#Marienkäfer haben 2, 5, 7,10,14,16 oder 22 Punkte."
658938756439916544,2015-10-27 09:30:16,Mit #Zahnpasta bestrichene #Hochspannungsleitungen summen bei Regen nicht.
658576388254015489,2015-10-26 09:30:21,Der Nordatlantische #Eis-Warndienst entstand 1913 - die #Titanic ging 1912 unter.
658214050782924800,2015-10-25 09:30:33,Der Äthiopier Abebe Bikila gewann den Marathon der #Olympischen Spiele 1960 in Rom barfuß.
657836459056066560,2015-10-24 08:30:08,"Den #Olympischen Fackellauf haben nicht die alten Griechen, sondern erst die #Nazis erfunden."
657474069240107008,2015-10-23 08:30:08,"Die Haare des #Faultiers sind auf dem Bauch gescheitelt, damit sich das Fell nicht mit #Regenwasser vollsaugt und die Tiere vom Baum fallen."
657111649451659264,2015-10-22 08:30:00,In den #Amerikaner Roy Sullivan schlug zwischen 1942 und 1983 siebenmal der #Blitz ein. Dann schied er freiwillig aus dem Leben.
656386945229172736,2015-10-20 08:30:17,"Der #Erdkern dreht sich pro Jahr 0,009 Sekunden schneller als die #Erdkruste."
656024653085941760,2015-10-19 08:30:40,Weibliche #Schaufensterpuppen hatten in den 20er Jahren zehn Zentimeter mehr Hüftumfang als heute.
655662188632350720,2015-10-18 08:30:22,"Die #Bockwurst heißt Bockwurst, weil sie ursprünglich zu #Bockbier serviert wurde."
655299787462430721,2015-10-17 08:30:18,"Mirpzahlen sind Primzahlen, die eine andere #Primzahl ergeben, liest man sie rückwärts herum."
654937340868186112,2015-10-16 08:30:04,"#Delfine schlafen, indem sie abwechselnd eine #Gehirnhälfte einschlafen lassen und mit der anderen wach bleiben."
654574934769930240,2015-10-15 08:30:00,"Ein Fünftel aller tödlichen #Verkehrsunfälle passiert in #China, dort fahren aber nur 1/17 der Autos."
654212597525426176,2015-10-14 08:30:12,"1949 konnte ein deutscher #Landwirt 10 Menschen mit seinen Erzeugnissen ernähren, 2002 waren es sogar 131."
650226374511345664,2015-10-03 08:30:22,#Katzen können nichts Süßes schmecken.
649863949064765440,2015-10-02 08:30:14,Die schnellste gelbe Karte aller Zeiten bekam 1992 der britische #Fußballer Vinnie Jones - für ein #Foul nach drei Sekunden.
649501699439259648,2015-10-01 08:30:46,Die panische #Angst vor besonders schönen Frauen heißt #Venustraphobie.
649139149199548416,2015-09-30 08:30:08,Selbst in den allerneuesten Donald-Duck-Büchern gibt es keine #Handys. Viele #Probleme ließen sich mit Mobiltelefonen zu leicht lösen.
648776828467965952,2015-09-29 08:30:24,"Eltern, die beide #Linkshänder sind, bringen trotzdem mehr #Rechtshänder zur Welt."
648414428631814144,2015-09-28 08:30:21,Die #Krawatte wurde in Europa vor 350 Jahren durch kroatische Söldner populär.
648051972503937024,2015-09-27 08:30:05,"Seefahrer trugen #Augenklappen, weil ein Auge vom Blick in die Sonne oft erblindete."
647689638086320128,2015-09-26 08:30:17,#Hagebutten enthalten mehr Vitamin C als #Zitronen.
647327228833996800,2015-09-25 08:30:12,#Indianer waren ursprünglich Fußgänger. Erst die europäischen Eroberer brachten im 16. Jahrhundert wieder Pferde nach #Amerika.
646964849692512256,2015-09-24 08:30:14,Die 13 ist die statistisch am seltensten gezogene Zahl im deutschen #Lotto. Am häufigsten fällt die 32.
646240135382700032,2015-09-22 08:30:29,Ein deutscher #Supermarkt hat durchschnittlich 40000 Artikel im Angebot.
644790496469086208,2015-09-18 08:30:08,#Zugvögel fliegen von Süden nach Norden schneller als andersrum.
644428174982545408,2015-09-17 08:30:24,#Kanada hat mit 202 080 Kilometern die längste Küstenlinie der Welt.
644065716052840448,2015-09-16 08:30:07,Das menschliche #Gehirn besitzt etwa 100 Milliarden Nervenzellen.
642616242868744193,2015-09-12 08:30:26,Nach eigenen Angaben bietet #Starbucks weltweit 55 000 verschiedene Getränke an.
642253820219793408,2015-09-11 08:30:17,"Vor hundert Jahren war ein #Deutscher mit 26 ausgewachsen, heute mit 18."
641891391019307008,2015-09-10 08:30:08,Jeder 10. deutsche #Internetnutzer hat ein Produkt aus einer #Spammail bestellt. Und jeder 7. User hat im Internet einen Partner gefunden.
641529026499215360,2015-09-09 08:30:13,Auf dem Mond liegen zwei #Golfbälle. Der Astronaut Alan Shepard hat sie 1971 mit einem Sechser-Eisen geschlagen.
641166668132171776,2015-09-08 08:30:20,"Neun von zehn Menschen #heiraten jemanden, der nur bis zu 30 Kilometer von ihrem Geburtsort entfernt #geboren wurde."
640804208623656960,2015-09-07 08:30:03,Nur Menschen und Affen haben einen #Bauchnabel.
640441847152791552,2015-09-06 08:30:09,#Norwegen garantiert allen Kühen per Gesetz eine #Matratze für die Nachtruhe.
640079545949900800,2015-09-05 08:30:30,"Die #Redewendung ""Hals- und Beinbruch"" kommt aus dem Hebräischen: ""Hazlache un broche"" bedeutet ""Glück und Segen""."
639717111347154944,2015-09-04 08:30:19,Für die US-Auflage des letzten Harry #Potter-Bandes wurden 217 475 #Bäume gefällt.
639354685326008320,2015-09-03 08:30:10,Ein deutscher Mann besitzt durchschnittlich 19 #Unterhosen.
638992309959397376,2015-09-02 08:30:13,Im #Mittelalter wurden auch Fliegenpilze zum #Bierbrauen verwendet.
638630017237426176,2015-09-01 08:30:35,"Hunde beißen #Briefträger, weil sie an ihnen Hunde aus anderen Häusern riechen."
636817976176549889,2015-08-27 08:30:11,#Termiten erkennen die Größe eines Holzstücks anhand ihrer Kaugeräusche.
636455592257814528,2015-08-26 08:30:12,"#American Airlines sparte einmal 40000 Dollar im Jahr, indem sie eine #Olive weniger in ihren Salaten servierte."
636093195286413312,2015-08-25 08:30:10,40 Prozent aller #Herzinfarkte treten zwischen 6 und 12Uhr auf.
635730864513662976,2015-08-24 08:30:24,"Der Brauch des Fünfuhrtees der #Briten geht auf Anna Duchess of Bedford zurück, die diese Sitte 1840 einführte."
635368419077017601,2015-08-23 08:30:10,Die #Weltgesundheitsbehörde strich erst im Jahr 1992 #Homosexualität von der Liste der Krankheiten.
635006006465024000,2015-08-22 08:30:04,"Eine #Peitsche knallt, wenn das Ende beim Schwingen #Schallgeschwindigkeit erreicht."
634643748429934592,2015-08-21 08:30:35,Seit 1983 hat der weibliche Brustumfang in #Deutschland um durchschnittlich vier Zentimeter zugenommen.
634281275591888896,2015-08-20 08:30:15,Im Ausland wird #Ötzi auch als Frozen Fritz bezeichnet.
633918913986830336,2015-08-19 08:30:21,Das Bundeskanzleramt hat dreizehn #Wintergärten.
633556482890592256,2015-08-18 08:30:11,"Japanisch ""Nin-ten"" steht für ""Arbeite hart, aber überlasse den Rest dem #Schicksal"""
633194098120359936,2015-08-17 08:30:11,#Heringe kommunizieren durch #Furzen.
632831698145832960,2015-08-16 08:30:08,"Ein Gegenstand ist am #Äquator um 0,3 Prozent leichter als am #Nordpol."
632469311978897409,2015-08-15 08:30:09,Nur 25 Schrauben halten den #VW-Käfer von 1960 zusammen.
632106948482174976,2015-08-14 08:30:15,Im Verhältnis zur Einwohnerzahl hat #Island die meisten #Nobelpreise gewonnen.
631382145647411200,2015-08-12 08:30:08,"Um ihren Energiebedarf allein durch #Mäuse zu decken, müsste eine #Katze 8 bis 15 Mäuse pro Tag fressen."
629932587646124032,2015-08-08 08:30:07,"Der #Tsunami im Dezember 2004 hat so viel Energie freigesetzt, wie die #USA in sechs Monaten verbrauchen."
629570264758644736,2015-08-07 08:30:22,"Die #Redewendung ""Es zieht wie Hechtsuppe"" ist aus dem Jiddischen abgeleitet: ""Hech Soppa"" bedeutet in etwa ""wie starker Wind""."
629207809712852992,2015-08-06 08:30:06,Im alten #Ägypten wurde mit #Krokodilmist verhütet.
628845463060529152,2015-08-05 08:30:16,"In öffentlichen #Toiletten wird das Klo, das dem Ausgang am nächsten liegt, am wenigsten benutzt, das mittlere am häufigsten."
628483045910257664,2015-08-04 08:30:09,Die #Mafia ist das größte Wirtschaftsunternehmen Italiens. Laut eines führenden Ermittlers macht sie mittlerweile 100Milliarden Euro Umsatz.
628120687371288576,2015-08-03 08:30:16,Smartphones und Computer verbrauchen in deutschen Wohnungen inzwischen mehr #Strom als die Beleuchtung.
627033516652556288,2015-07-31 08:30:14,"#Tintenfische können die Farben ihrer Umgebung annehmen, obwohl sie farbenblind sind."
626671138853289984,2015-07-30 08:30:17,#Astronauten können nicht rülpsen: #Kohlendioxid findet in der Schwerelosigkeit keinen Weg nach oben.
626308772898701312,2015-07-29 08:30:22,"Auf der Erde ereignen sich jährlich mehr als eine Million #Erdbeben, davon verursachen etwa 2000  merkliche Schäden."
625946359607205888,2015-07-28 08:30:16,"Zwischen 235 und 285 nach Christus regierten mehr als 20 römische #Kaiser, nur einer starb eines natürlichen Todes."
625583941844647936,2015-07-27 08:30:09,"Der schnellste #Fisch der Welt ist der Schwarze Marlin, er schafft die 100 Meter in unter drei Sekunden."
625221611134824448,2015-07-26 08:30:22,"Eine deutsche #Studie prüfte die Trefferquote von #Wahrsagungen, sie liegt bei 4 Prozent."
624496794517569536,2015-07-24 08:30:13,Ein ausgewachsener #Oktopus zwängt sich mühelos durch ein Loch von der Größe eines Zweieurostücks.
623772058862919681,2015-07-22 08:30:22,"Ein #Wanderer gibt im Schnitt 2,50 Euro pro Kilometer aus."
623047250940428288,2015-07-20 08:30:14,Mehr als die Hälfte aller Frauen packen für einen zweiwöchigen #Urlaub über 50 Kleidungsstücke ein.
622684867378184194,2015-07-19 08:30:15,Tauben können Bilder von #Monet und #Picasso am Malstil unterscheiden.
621597702883811328,2015-07-16 08:30:15,"Wenn ein normaler Mensch eine Flasche #Wodka trinkt, hat er Pi ( 3,14) Promille im Blut."
621235300325552128,2015-07-15 08:30:12,22 Wochen ihres Lebens verbringen #Männer damit auf ihre shoppende weibliche Begleitung zu #warten.
620872870563082240,2015-07-14 08:30:02,"1949 gab ein #Magazin bekannt: „In Zukunft werden #Computer weniger als 1,5 Tonnen wiegen.“"
620510522178453504,2015-07-13 08:30:11,"Eine Studie hat herausgefunden, dass in Hotels ca 1/3 der Alleinreisenden Männern unaufgefordert vom Personal die #Hotelbar gezeigt wird."
620148127643758592,2015-07-12 08:30:10,"Laut dem #Amtsgericht München rechtfertigt die Beleidigung ""Sie promovierter Arsch"" gegenüber seinem Vermieter eine fristlose #Kündigung."
619785736351580160,2015-07-11 08:30:09,"Würde man die 65 GB von #GTA V mit einem #Modem downloaden, bräuchte man dafür 224 Tage."
619423333608763392,2015-07-10 08:30:05,"#Katzen verstecken sich in Schachteln, um #Stress abzubauen."
619061039112523776,2015-07-09 08:30:27,"In einer Passage der Bibel (3. Mose 14,33-57) steht eine Anleitung zur Schimmelbekämpfung geschrieben."
618698612453851136,2015-07-08 08:30:18,Der #Airbag in Autos fällt in Deutschland unter das Sprengstoffgesetz.
618336261837844480,2015-07-07 08:30:27,1776 war das letzte Jahr in dem keine Nation einen #Krieg mit einer anderen führte.
617973759333502976,2015-07-06 08:30:00,Den #Kopf gegen die #Wand schlagen verbraucht 120 Kalorien pro Stunde.
617611399871774722,2015-07-05 08:30:07,Die meisten #Jungfrauen gibt es in den Studiengängen Mathematik und Biochemie. Den meisten Spaß am Sex haben #Anthropologen.
617249065156411392,2015-07-04 08:30:19,"Störche kacken sich im #Sommer auf die Füße, um sich #abzukühlen."
616886709771329536,2015-07-03 08:30:27,15 Prozent der #Menschen träumen von Sex auf einem #Hochsitz.
615799540810002432,2015-06-30 08:30:26,Der 5. Hochzeitstag ohne Kind wird als #Gummihochzeit bezeichnet.
615437129200570368,2015-06-29 08:30:20,Das Gegenteil von #durstig ist #sitt.
615074715942678528,2015-06-28 08:30:14,Ein #Hurrikane mit weiblichen Namen ist tödlicher.
614712347777716224,2015-06-27 08:30:19,Laut dem deutschen #Astronauten Alexander Gerst riecht der #Weltraum nach Walnuss und Bremsbelägen.
614349904668938240,2015-06-26 08:30:05,Katzen sehen #Menschen als größere #Katzen mit besserem Fressen an.
613987556229824512,2015-06-25 08:30:15,#Furbys ist es verboten die Gebäude der #NSA zu betreten.
613625227864580097,2015-06-24 08:30:29,"Es gibt kaum Studien zur Intelligenz von #Katzen, da diese sich weigern, an den Experimenten teilzunehmen."
613262742800211968,2015-06-23 08:30:06,"#Stechmücken attackieren eher Menschen, die zuvor eine #Banane gegessen haben."
612900392117080064,2015-06-22 08:30:15,"In Japan gibt es ein Restaurant, in dem man von Affen bedient wird."
612538010836541440,2015-06-21 08:30:16,"#Tränen haben Hunderte verschiedene Zusammensetzungen, je nachdem, aus welchem Grund man weint."
612175660602269696,2015-06-20 08:30:25,Die meisten #Fische sind kurzsichtig.
611820795975876608,2015-06-19 09:00:19,"Im Kakao wurden Stoffe entdeckt, die Bakterien abtöten, daher ist #Schokolade gut für die Zähne."
611088513640058880,2015-06-17 08:30:29,"In Los Angeles ist es verboten, #Hasen aus der U-Bahn zu schießen."
610001354464075776,2015-06-14 08:30:30,John F. #Kennedy hat jedes Jahr sein Präsidenten-Gehalt von 150.000$ an Wohltätigkeitsorganisationen #gespendet.
609276504938278912,2015-06-12 08:30:13,"Die erste #Webcam wurde installiert um sehen zu können, wann der #Kaffee fertig ist."
608914121057275904,2015-06-11 08:30:14,"Der #Mensch entwickelt bereits im dritten Schwangerschaftsmonat, seine #Fingerabdrücke."
608551686559412224,2015-06-10 08:30:03,"Die beste Nase, bester Geruchssinn aller Tiere hat der #Aal, sie wird Jakobsonsches Organ genannt und befindet sich im Mund."
608189398463705088,2015-06-09 08:30:26,"Jeder zweite #Elefant ist Linksrüssler, dagegen ist nur fast jeder zehnte #Mensch Linkshänder."
607826932214956032,2015-06-08 08:30:08,Im Preis-Gewichts-Verhältnis ist ein #Hamburger teurer als ein #Kleinwagen.
607464620652154880,2015-06-07 08:30:26,"Frauen formen oft ihren Mund beim #schminken zu einem ""O"", um den Blinzelreflex zu unterdrücken und die #Wimpern besser tuschen zu können."
607102143527559168,2015-06-06 08:30:05,"Der Ausdruck 'blau machen' kommt vom #Färben mit Indigo. Während die frisch gefärbten Stoffe trockneten, gab es für die Färber nichts zu tun"
606739773433237504,2015-06-05 08:30:09,#Hamlet von Shakespeare wurde in die Star-Trek-Sprache #Klingonisch übersetzt und als Buch veröffentlicht.
606377411077414912,2015-06-04 08:30:15,#Eisbein wird so genannt weil aus den Röhrenknochen der #Schweine früher auch Schlittschuhe produziert wurden.
606015081772687360,2015-06-03 08:30:29,Eine Art der in Kenia lebenden #Elefanten können vorbeifahrende LKWs imitieren.
605652683844919296,2015-06-02 08:30:26,"Forscher der Psychologie-Fakultät in Keele, Großbritannien haben herausgefunden das #Fluchen Schmerzen lindert."
605290221412990976,2015-06-01 08:30:09,Der #Mensch weint in seinem Leben durchschnittlich eine ganze #Badewanne voll.
604927890103386113,2015-05-31 08:30:22,Deutsche #Politiker werden auch fürs schlafen bezahlt.
603478322438393857,2015-05-27 08:30:18,#Stöckelschuhe wurden ursprünglich für Männer entworfen und galten ein Jahrhundert lang als maskulin.
603115926398046210,2015-05-26 08:30:16,"Monatlich suchen 45.500.000 Personen bei #Google nach ""google""."
